Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lata Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lata Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lata Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lata Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nucis Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Porffor Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salyx Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuopa Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Portal Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sticky Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blutonium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ludicrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.ExporterChest.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.none.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Distortion Flame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Charged Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Energy Pylon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Awakened Draconium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Draconium Infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Admin Dislocator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Factory Machine Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubber Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubber Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stained Glass (White)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Plastic
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ice Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Blackstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.blockConduitFacade.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block Update Detector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Edged Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unstable Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone (Alternate)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magical Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond-Etched Computational Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-Sand Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved 'Eminence' Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bedrockium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Glowstone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Block of Quartz (Black Frequency)
